Filename,Title,Description,Keywords,Category,Release(s)
229880_349cbccd-63c3-44ee-9e9a-f8bc4d43e17c.jpg, Serene Snowy Landscape Under a Starry Night Sky with Crescent Moon, Serene Snowy Landscape Under a Starry Night Sky with Crescent Moon,"winter, snow, snowy, landscape, night, moon, crescent moon, moonlight, stars, starry, starry sky, night sky, sky, celestial, space, universe, dark, blue, dream, dreamy, tranquil, peaceful, serene, quiet, calm, magic, magical, fantasy, fairytale, background, backdrop, illustration, scenery, scene, christmas, new year, holiday, season, cold, weather, frost, frosty, decorative, design, art, artistic, nature, abstract, wallpaper",11,2025-03-26
229881_f964e7d6-780a-4a30-a287-2ff4785ba5a1.jpg,"Refreshing cucumber drink with towels and natural light, perfect for a spa or healthy lifestyle concept","Refreshing cucumber drink with towels and natural light, perfect for a spa or healthy lifestyle concept","cucumber drink, cucumber juice, cucumber beverage, cucumber cocktail, refreshing drink, refreshment, summer drink, healthy drink, detox drink, infused water, mint leaves, cucumber slices, ice cubes, cold drink, glass of drink, rolled towels, white towels, spa towels, clean towels, soft towels, hygiene, freshness, still life, indoor shot, home, table, plant, leaf, well-being, wellness, healthy lifestyle, healthy living, clean eating, nutrition, ingredients, preparation, recipe, cocktail, mocktail, infusion, fruit, vegetable, beverage, drink, glassware, textiles, linen, interior, calm, serene",7,2025-03-26
229885_bb2346af-0ebb-4359-9d89-35f47e59afcf.jpg,Mindful Meditation by the Lake: A Man Seeking Inner Peace Amidst Natural Beauty and Tranquility,Mindful Meditation by the Lake: A Man Seeking Inner Peace Amidst Natural Beauty and Tranquility,"meditation, mindfulness, serenity, peace, relaxation, calm, harmony, balance, wellness, spiritual, contemplation, tranquility, nature, lake, water, landscape, scenery, outdoors, environment, forest, trees, woods, vegetation, foliage, green, leaves, shore, beach, bank, rocks, stones, pebbles, boulders, man, male, person, individual, sitting, pose, lifestyle, leisure, recreation, travel, tourism, destination, scene, view, vista, backdrop, background",12,2025-03-26
229886_1639f76e-6d42-4b6a-a158-cca998668808.jpg,Fresh tropical fruit arrangement featuring ripe mangoes and avocados displayed on a woven mat.,Fresh tropical fruit arrangement featuring ripe mangoes and avocados displayed on a woven mat.,"mango, ripe mango, cut mango, diced mango, avocado, ripe avocado, cut avocado, halved avocado, fresh, freshness, produce, abundance, still life, still-life, still life arrangement, arrangement, fruit, fruits, tropical fruit, tropical fruits, healthy, health, healthy eating, healthy lifestyle, well-being, wellbeing, diet, dieting, food, foods, whole food, whole foods, vegan, plant based, plant-based, vegetarian, raw, ingredient, ingredients, close-up, macro, macro shot, tabletop, indoors, window, nutrition, nutritious, delicious, culinary, cuisine",7,2025-03-26
229891_8d6a9b57-7640-4760-9c54-57f1f5e83507.jpg,"Woman practicing yoga tree pose on a mat at the beach, with the sea, sky, and sand as background","Woman practicing yoga tree pose on a mat at the beach, with the sea, sky, and sand as background","yoga, beach yoga, woman yoga, tree pose, vrksasana, ocean, sea, beach, coast, shore, seashore, sand, waves, sky, clouds, outdoor, nature, landscape, seascape, water, relaxation, wellness, health, exercise, fitness, sport, activity, lifestyle, balance, meditation, mindfulness, peace, serenity, calm, spiritual, retreat, tropical, island, vacation, travel, tourism, zen, sunshine, daylight, horizon, recreation, well being, coastal, scenic, harmony",18,2025-03-26
229894_1289e35f-04b7-4fc4-bc4e-964ee8ed5be2.jpg,Fitness consultation: Trainer with tablet assisting woman with kettlebell at bright urban gym.,Fitness consultation: Trainer with tablet assisting woman with kettlebell at bright urban gym.,"fitness, exercise, gym, workout, training, health, lifestyle, wellness, sport, healthy, active, strength, body, athlete, cardio, dumbbell, weights, kettlebell, equipment, modern gym, indoor gym, professional trainer, personal training, instructor, coach, woman, man, couple, communication, discussing, consultation, clipboard, tablet, technology, urban, city, view, indoors, sunlight, bright, window, treadmill, athletic, building, determination, smiling, positivity, achievement, well-being, dedication",18,2025-03-26
229895_7ec13fbc-f3f4-4015-b9d3-a133070f20b1.jpg,Dynamic Group Fitness Dance Class with Neon Lighting and Energetic Women Exercising in a Studio,Dynamic Group Fitness Dance Class with Neon Lighting and Energetic Women Exercising in a Studio,"dance, dancing, dance class, group fitness, fitness, exercise, workout, aerobics, gym, studio, women, woman, female, dancer, athletes, athletic, sport, sports, active lifestyle, healthy lifestyle, health, well-being, wellness, training, cardio, instructor, class, indoors, indoor, group, people, neon lights, lighting, illumination, modern, contemporary, toned, muscular, abs, body, movement, rhythmic, synchronize, energy, dynamic, motivation, determination, dedication, well-lit",18,2025-03-26
229896_53699bcd-0dc3-48d4-af58-9e5f4bc076a9.jpg,Two women at a health consultation looking at a digital tablet and discussing diet and nutrition,Two women at a health consultation looking at a digital tablet and discussing diet and nutrition,"nutritionist, dietitian, health consultation, consultation, meeting, wellness, healthcare, healthy lifestyle, diet, nutrition, well-being, advice, tablet, digital tablet, screen, technology, woman, women, female, young woman, young women, client, patient, office, desk, table, interior, modern, light, bright, caucasian, caucasian ethnicity, lifestyle, bottle, glass bottle, drink, healthy drink, green juice, food, healthy food, snacks, plant, shelf, home, indoors, appointment, professional, communication, smiling, happy",12,2025-03-26
229899_42e1bbe5-5d68-408b-8879-7a8a788608dd.jpg,Group of Asian Women Practicing Tai Chi in Park for Wellness and Healthy Lifestyle in Tranquil Nature,Group of Asian Women Practicing Tai Chi in Park for Wellness and Healthy Lifestyle in Tranquil Nature,"tai chi, tai chi chuan, martial arts, martial art, exercise, workout, training, wellness, well-being, health, healthy lifestyle, group, group activity, asian, asian ethnicity, woman, women, outdoors, park, nature, peaceful, serene, calm, tranquil, zen, meditation, mindfulness, balance, harmony, unity, spiritual, spirituality, traditional, culture, cultural, white clothing, uniform, sport, sunlight, daytime, day, grass, trees, relaxation, slow motion, eastern, asia, chinese, japanese, body control",18,2025-03-26
229900_a3b787a0-a254-443e-89f9-5981cedf8305.jpg,Caring Nurse Assisting Senior Man Relaxing on Lounge Chair in Sunny Room,Caring Nurse Assisting Senior Man Relaxing on Lounge Chair in Sunny Room,"senior man, elderly man, older man, aged man, male patient, patient, caregiver, nurse, healthcare professional, medical professional, home care, assisted living, nursing home, rehabilitation, physical therapy, recovery, healing, comfort, relaxation, support, assistance, well-being, health, wellness, medical care, treatment, therapy, diagnosis, medical, home, residence, living room, window, light, daylight, furniture, lounge chair, pillow, blanket, bedroom, interior, indoors, senior adult, mature adult, adult, woman, cheerful, smiling, content, happy",13,2025-03-26
