Filename,Title,Description,Keywords,Category,Release(s)
237423_a02d8ba1-ac79-42d9-89d3-84cb0c43b3fa.jpg,Candle Flame on Stone Pedestal: Serene and Minimalist Still Life,Candle Flame on Stone Pedestal: Serene and Minimalist Still Life,"candle, flame, light, candlelight, wax, glowing, burning, warm, bright, fire, illumination, peace, calm, tranquility, serenity, relaxation, meditation, still life, stone, gray, grey, backdrop, background, simple, minimal, minimalist, clean, modern, contemporary, design, interior, spiritual, mourning, sorrow, bereavement, condolence, sympathy, remembrance, memorial, hope, faith, healing, reflection, contemplation, solitude, dark, moody, atmosphere, soft light, gentle",8,2025-03-29
237422_eeca267a-0d14-4f7e-8f2a-2647ac81fa65.jpg,"Aromatic Essential Oils in Glass Bottles with Citrus Fruits, Tomato and Plant Arrangement","Aromatic Essential Oils in Glass Bottles with Citrus Fruits, Tomato and Plant Arrangement","essential oils, aromatic oils, oil extracts, extracts, bottled oils, aroma therapy, therapy, apothecary, herbal medicine, herbal, medicine, wellness, natural medicine, natural remedies, remedies, holistic, still life, citrus fruits, citrus fruit, oranges, orange fruit, fruit, tangerines, mandarins, clementines, food, tomato, red, plant life, plants, botanicals, botanical, flowers, leaves, flora, still-life, arrangement, composition, dark background, indoor, inside, table, vintage, antique, classic, retro, healthy lifestyle, well-being, healthcare, nutrition",7,2025-03-29
237426_d9f1522c-a0e1-454d-8033-840af3f29954.jpg,Close-up of a Woman's Foot with Clean Toenails on a Soft White Background,Close-up of a Woman's Foot with Clean Toenails on a Soft White Background,"foot, feet, toes, toenails, foot care, pedicure, nail care, skin, soft skin, smooth skin, close-up, detail, macro, white background, clean, hygiene, spa, wellness, beauty, feminine, female, woman, girl, person, body, part of body, human, domestic, lifestyle, health, well-being, body care, personal care, natural, healthy, gentle, sensitive, pampering, relaxing, rest, massage, treatment, cosmetic, product, advertising, photography, studio shot, indoor, minimalist",12,2025-03-29
237433_3566300d-4aec-4dd5-b275-cbe4ae9a1259.jpg,Orchids in Water: Tranquil Still Life with Pink Blooms in a Glass Bowl on a Blue Background,Orchids in Water: Tranquil Still Life with Pink Blooms in a Glass Bowl on a Blue Background,"orchid, orchids, pink orchid, flower, flowers, floral, bloom, blossom, flora, plant, botanical, water, clear water, bowl, glass bowl, still life, tranquil, still, soft, delicate, fresh, purity, pure, clean, elegance, elegant, aesthetic, serene, blue, background, backdrop, texture, surface, macro, closeup, detail, artistic, zen, spa, wellness, mindfulness, meditation, calm, peaceful, relaxation, decorative, beautiful, symbol, symbolic, nature",14,2025-03-29
237427_3faa371f-830b-446e-a6c2-036abcb26bfe.jpg,"Modern abstract background with smooth waves, a vibrant blend of blues and purples for dynamic designs.","Modern abstract background with smooth waves, a vibrant blend of blues and purples for dynamic designs.","abstract, modern, background, art, graphic, design, texture, pattern, blue, purple, wave, smooth, illustration, backdrop, bright, wallpaper, color, light, artistic, digital, soft, style, creative, decorative, cool, futuristic, curve, element, blank, space, colorful, graphic design, backdrop, presentation, banner, card, poster, template, web, cover, aqua, navy, indigo, violet, lavender, blur, gradient, artistic, effect, vibrant",8,2025-03-29
237430_90d45683-fda6-48ed-a740-491688053ca4.jpg,"Zen Garden with Bonsai, Lantern, Sand, and Mountain Backdrop","Zen Garden with Bonsai, Lantern, Sand, and Mountain Backdrop","zen garden, japanese garden, rock garden, sand garden, bonsai, bonsai tree, miniature tree, garden, nature, landscape, tranquil, tranquility, serene, serenity, peaceful, peace, meditation, contemplation, mindfulness, zen, japanese, asian, asia, culture, traditional, lantern, stone lantern, garden lantern, mountains, mountain range, hills, scenery, background, backdrop, setting, scene, outdoor, exterior, design, art, artistic, artistic, calm, balance, simplicity, minimalism, spiritual, spirituality, well-being, wellbeing",11,2025-03-29
237434_5237fc55-f031-43eb-a736-eeadff1cb2b6.jpg,"Elevated view of personal care and skincare tools and products, minimal arrangement on white backdrop","Elevated view of personal care and skincare tools and products, minimal arrangement on white backdrop","beauty, beautiful, beauty product, cosmetics, cosmetic, skincare, skin care, skin, facial, face, treatment, cream, face cream, moisturizer, cleanser, makeup, make up, brush, facial brush, applicator, hygiene, hygienic, clean, cleansing, wellness, well-being, healthy, health, healthcare, medical, spa, therapy, aqua, teal, white, background, flat lay, overhead, arrangement, still life, tool, equipment, accessory, personal care, routine, minimal, nobody, indoors, studio shot",12,2025-03-29
237441_124dc791-4348-4ecf-a7bf-605cd3cc505e.jpg,Joyful woman enjoying a refreshing berry smoothie with basil and pine nuts in natural light,Joyful woman enjoying a refreshing berry smoothie with basil and pine nuts in natural light,"berry smoothie, smoothie, fruit smoothie, mixed berry smoothie, fresh smoothie, healthy smoothie, raspberry smoothie, blackberry smoothie, berries, fresh berries, mixed berries, raspberry, raspberries, blackberry, blackberries, beverage, drink, healthy drink, fruit drink, glass, woman, happy woman, smiling woman, person, girl, cheerful, cheerful woman, happy, smile, young, young woman, basil, basil leaf, pine nuts, food, healthy food, fruit, healthy, nutrition, diet, well being, wellness, vegetarian, vegan, close-up, indoors, lifestyle, daylight, hand, holding",7,2025-03-29
237445_ff4cbc26-f736-4944-ac8a-82d5604d75f6.jpg,Aromatherapy Essential Oil Diffusers with Candles and Plants for Relaxation and a Calm Atmosphere,Aromatherapy Essential Oil Diffusers with Candles and Plants for Relaxation and a Calm Atmosphere,"aromatherapy, aroma therapy, essential oil diffuser, oil diffuser, diffuser, humidifier, fragrance, air refresher, scent, vapor, steam, relaxing, relaxation, calm, calming, peaceful, wellness, well-being, spa, massage, meditation, self-care, still life, candles, candlelight, home decor, interior, indoor, table, surface, wood, wooden, plant, leaf, green, beige, soft, warm, clean, towel, textile, fabric, background, minimalist, zen, serene, cozy, domestic, lifestyle",12,2025-03-29
237442_805877b9-a59f-4902-acf4-7716838f09f6.jpg,Delicious Avocado and Tomato Toast Selection on Wooden Board with Olive Oil and Fresh Herbs,Delicious Avocado and Tomato Toast Selection on Wooden Board with Olive Oil and Fresh Herbs,"avocado toast, avocado, toast, bread, healthy, vegetarian, vegan, food, breakfast, lunch, snack, appetizer, bruschetta, tomato, cherry tomato, basil, olive oil, wooden board, table, rustic, country, farm to table, fresh, delicious, gourmet, culinary, dish, meal, cuisine, sandwich, open sandwich, whole wheat, grain, seeds, parsley, topping, ingredients, oil, herb, condiment, kitchen, dining, homemade, nutrition, fiber, diet, plant based, wellness, still life, indoor",7,2025-03-29
